Kepler_ID,period,transit_depth,transit_duration,flux_std,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag,label
3935914,183.35845487523684,0.0121574184200654,0.5,0.0027598416802993,3935914,K00809.01,Kepler-686 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.594745374,170.6483505,0.514,1.9604,15044.5,11.3,1539.0,1329.42,1009.3,1,q1_q17_dr25_tce,5934.0,4.491,0.893,285.21381,39.027481,15.53,1
3937519,64.84564299713911,0.0022160635688158,0.5,0.0010863215337199,3937519,K00221.01,Kepler-495 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.413036353,132.443054,0.046,2.61366,3868.7,6.62,1200.0,490.24,480.7,1,q1_q17_dr25_tce,5392.0,4.314,1.087,285.93069,39.098141,14.622,1
3937519,64.84564299713911,0.0022160635688158,0.5,0.0010863215337199,3937519,K00221.02,Kepler-495 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.89661966,134.03046,0.039,3.154,144.0,1.28,1000.0,237.1,15.3,2,q1_q17_dr25_tce,5392.0,4.314,1.087,285.93069,39.098141,14.622,1
3937814,619.8224142077561,0.0015439850972271,10.0,0.0006182552023656,3937814,K04084.01,Kepler-1549 b,CONFIRMED,CANDIDATE,0.82,0,0,0,0,214.881456,213.4044,0.023,9.581,759.2,2.68,286.0,1.59,16.1,1,q1_q17_dr25_tce,5323.0,4.378,0.995,286.05243,39.09605,15.188,1
3937814,619.8224142077561,0.0015439850972271,10.0,0.0006182552023656,3937814,K04084.03,,CANDIDATE,CANDIDATE,0.409,0,0,0,0,8.19619768,135.10435,0.781,2.109,197.4,1.55,851.0,123.81,9.3,2,q1_q17_dr25_tce,5323.0,4.378,0.995,286.05243,39.09605,15.188,1
3938073,31.02140488757968,0.0394764557959701,0.5,0.006803593272233,3938073,K06373.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,31.024310431,158.8651537,1.009,7.63621,96480.3,93.29,783.0,88.89,4403.8,1,q1_q17_dr25_tce,6011.0,3.998,1.741,286.15421,39.065708,12.512,0
3939150,118.37171259590257,0.0012587175735804,0.5,0.0006958163455346,3939150,K01215.01,Kepler-277 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,17.32419108,142.09977,0.764,8.045,241.3,3.14,964.0,204.1,49.1,1,q1_q17_dr25_tce,5968.0,3.972,1.857,286.58316,39.077202,13.42,1
3939150,118.37171259590257,0.0012587175735804,0.5,0.0006958163455346,3939150,K01215.02,Kepler-277 c,CONFIRMED,CANDIDATE,0.999,0,0,0,0,33.0063185,145.38821,0.39,7.118,278.1,3.13,778.0,86.38,38.2,2,q1_q17_dr25_tce,5968.0,3.972,1.857,286.58316,39.077202,13.42,1
3940418,26.36033614558627,0.0005495731821789,5.25,0.0009583242233973,3940418,K00810.01,Kepler-1728 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.783002698,170.508434,0.003,2.335,1008.7,2.5,886.0,145.48,70.6,1,q1_q17_dr25_tce,5170.0,4.574,0.807,287.09399,39.060719,15.119,1
3942446,34.62823936896327,0.0001225786349635,7.65,0.0004883496562667,3942446,K01193.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,119.0624882,149.22223,0.968,3.1188,5372.3,10.4,366.0,4.26,71.6,1,q1_q17_dr25_tce,5697.0,4.392,0.92,287.88812,39.078709,15.289,1
3942670,24.35658823768753,0.0004562149508665,0.5,0.0007453500832564,3942670,K00392.01,Kepler-147 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,33.4160553,171.33696,0.947,8.605,275.8,2.98,689.0,53.18,29.3,1,q1_q17_dr25_tce,6007.0,4.178,1.42,287.97577,39.087181,13.954,1
3942670,24.35658823768753,0.0004562149508665,0.5,0.0007453500832564,3942670,K00392.02,Kepler-147 b,CONFIRMED,CANDIDATE,0.993,0,0,0,0,12.6119685,138.1189,0.709,6.372,76.5,1.33,953.0,194.9,12.2,2,q1_q17_dr25_tce,6007.0,4.178,1.42,287.97577,39.087181,13.954,1
3945802,239.7950506716364,0.0007084741509835,2.9000000000000004,0.000466264310982,3945802,K03435.01,,FALSE POSITIVE,FALSE POSITIVE,0.018,0,0,1,0,24.2157996,133.4661,0.207,4.359,322.2,1.58,596.0,29.84,13.6,1,q1_q17_dr25_tce,5659.0,4.473,0.885,289.00632,39.093342,15.259,0
3946023,20.37902752486006,2.4649492985760857e-05,10.0,0.0001208399175212,3946023,K02447.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,1.045492348,132.27517,0.708,2.933,28.7,0.83,2291.0,6522.69,21.7,1,q1_q17_dr25_tce,6057.0,4.088,1.457,289.0787,39.04034,12.804,0
3952651,23.90988818301448,0.0001147754151145,10.0,0.0004276795486854,3952651,K01912.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,0,0,1,0,32.9045733,141.29325,1.232,4.402,662.3,28.34,568.0,24.63,19.7,1,q1_q17_dr25_tce,5780.0,4.438,1.0,291.04391,39.023685,13.96,0
3953106,29.825532441498787,0.022195629746111,7.65,0.0221105821944281,3953106,K05025.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,6.58729511,133.3652,0.723,8.3582,127965.0,58.09,1152.0,416.15,304.2,1,q1_q17_dr25_tce,5619.0,4.07,1.406,291.17975,39.099651,14.035,0
3953173,280.3280942632365,0.0008231934260605,5.25,0.0005217704694672,3953173,K04493.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,2.41795911,132.5063,0.145,2.727,100.5,0.53,878.0,140.54,10.1,1,q1_q17_dr25_tce,4623.0,4.719,0.534,291.20007,39.053982,15.121,0
3954211,348.50994821297115,0.0239182159866102,0.5,0.0049264090743171,3954211,K08090.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,0.594274521,131.839508,0.833,2.162,4691.5,8.7,2436.0,8367.99,83.9,1,q1_q17_dr25_tce,6321.0,4.417,1.125,291.49051,39.04866,15.676,0
3955817,358.4609309892357,0.0006239776361189,2.9000000000000004,0.0004270522193405,3955817,K04117.01,Kepler-1553 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.24263096,135.0304,0.201,2.582,187.6,1.1,926.0,174.24,15.9,1,q1_q17_dr25_tce,5072.0,4.521,0.825,291.91916,39.02227,14.955,1
3955867,33.26332967538353,0.0983498332812705,10.0,0.0551596502129372,3955867,K07545.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,33.65766894,178.48518,0.306,40.787,15379.5,78.44,1211.0,508.66,519.2,1,q1_q17_dr25_tce,4774.0,2.759,6.447,291.93008,39.072079,13.547,0
3957082,649.6454445864322,0.0006541611532273,7.65,0.0002266121785684,3957082,K02864.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,0,0,1,0,3.77881664,134.208,0.628,5.819,47.1,3.99,2580.0,10473.57,22.2,1,q1_q17_dr25_tce,6115.0,3.267,5.544,292.23782,39.00507,12.923,0
3958301,23.382668327442552,0.0001556486653515,10.0,0.000761458777475,3958301,K03381.02,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,1,1,0,387.56519,269.7929,0.916,13.28,1083.0,4.02,271.0,1.28,11.8,2,q1_q17_dr25_tce,6289.0,4.454,1.02,292.55002,39.023811,15.598,0
3962243,104.14944928578755,0.0022310769458363,2.9000000000000004,0.0028058131856408,3962243,K01203.01,Kepler-276 c,CONFIRMED,CANDIDATE,0.999,0,0,0,0,31.8841473,160.20696,0.938,6.122,910.0,3.7,563.0,23.82,25.3,1,q1_q17_dr25_tce,5779.0,4.477,0.974,293.56815,39.03632,15.368,1
3962243,104.14944928578755,0.0022310769458363,2.9000000000000004,0.0028058131856408,3962243,K01203.02,Kepler-276 b,CONFIRMED,CANDIDATE,0.985,0,0,0,0,14.12847677,142.8971,0.811,3.685,628.7,2.73,739.0,70.5,23.0,2,q1_q17_dr25_tce,5779.0,4.477,0.974,293.56815,39.03632,15.368,1
3962243,104.14944928578755,0.0022310769458363,2.9000000000000004,0.0028058131856408,3962243,K01203.03,Kepler-276 d,CONFIRMED,CANDIDATE,0.829,0,0,0,0,48.6478543,172.1271,0.988,5.464,641.8,4.14,489.0,13.57,12.2,3,q1_q17_dr25_tce,5779.0,4.477,0.974,293.56815,39.03632,15.368,1
3962357,30.740494646723604,0.0001411832513708,2.9000000000000004,0.0003314365163101,3962357,K01210.01,Kepler-791 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,14.55387488,134.11669,0.955,6.973,319.7,3.45,939.0,183.48,26.8,1,q1_q17_dr25_tce,6143.0,4.177,1.507,293.59583,39.02948,14.377,1
3962684,555.1649144106427,0.0003663746969049,10.0,0.0003138536629534,3962684,K04908.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,25.949641315,148.9825267,0.945,11.6411,67.8,2.06,753.0,76.14,7.6,1,q1_q17_dr25_tce,5109.0,3.873,1.922,293.68207,39.01112,13.956,0
3962728,69.79647224171731,0.0012974974198333,0.5,0.0007886109036669,3962728,K05028.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,25.9493253,155.024,0.655,12.17,354.5,1.04,409.0,6.62,13.1,1,q1_q17_dr25_tce,4835.0,4.758,0.526,293.6925,39.022141,15.742,0
3962872,83.19549334385056,0.0001159688283761,7.65,0.0002674766955967,3962872,K04539.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,25.9554044,148.7989,0.952,8.491,122.7,1.46,656.0,43.9,11.6,1,q1_q17_dr25_tce,6058.0,4.408,1.038,293.72696,39.0368,14.145,0
3964109,26.92026226127369,0.000125452686169,10.0,0.0005189184552279,3964109,K00393.01,Kepler-544 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,21.41624083,176.24991,0.081,7.081,314.5,2.09,748.0,74.2,42.7,1,q1_q17_dr25_tce,6156.0,4.331,1.18,294.02911,39.051849,13.542,1
3964545,129.5479060366473,0.1319126168994291,0.5,0.0307812184323382,3964545,K03542.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,3.012476415,132.2466206,0.708,3.31903,198402.0,58.77,1388.0,879.89,2060.3,1,q1_q17_dr25_tce,6015.0,4.329,1.088,294.14001,39.08987,14.776,0
3964562,48.10811210954951,0.0008496021645665,10.0,0.0008893883233924,3964562,K00015.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,3.012476582,135.259271,1.261,3.1424,1138.5,65.25,2371.0,7471.65,253.4,1,q1_q17_dr25_tce,8601.0,4.137,2.031,294.1434,39.089779,12.403,0
3966262,242.8829195269932,0.0068995215618403,2.9000000000000004,0.0053060024124137,3966262,K01811.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,2.46353343,135.3459,1.222,2.954,830.0,21.49,1171.0,445.83,6.8,1,q1_q17_dr25_tce,5541.0,4.587,0.777,294.57605,39.03928,14.914,0
3966801,42.304139005216655,0.0001154548485293,10.0,0.0004380763538393,3966801,K00494.01,Kepler-577 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,25.69581456,188.78889,0.68,4.0251,1130.8,1.7,314.0,2.3,45.1,1,q1_q17_dr25_tce,3787.0,4.775,0.477,294.71194,39.073761,14.885,1
3966912,55.65516207801805,0.0026369733170394,0.5,0.0018111748606756,3966912,K01186.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,55.6639167,156.35017,1.298,23.546,3414.4,34.14,434.0,8.38,103.4,1,q1_q17_dr25_tce,5587.0,4.528,0.853,294.74054,39.015511,15.593,0
3967326,28.750563454428207,0.0057035310101119,2.9000000000000004,0.0066338208046137,3967326,K02084.01,Kepler-1792 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.19577385,135.17605,0.521,2.1557,874.2,3.02,1047.0,283.78,23.3,1,q1_q17_dr25_tce,5229.0,4.378,1.005,294.84003,39.085991,15.168,1
3967501,85.54454844955805,0.0320411631097218,10.0,0.0231551369516198,3967501,K07677.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,43.0759115,160.13883,1.256,90.95,3452.0,213.46,1032.0,268.5,323.1,1,q1_q17_dr25_tce,4766.0,2.919,5.915,294.88538,39.084202,9.927,0
3967760,242.62286306375304,0.006676476496902,5.25,0.0044715515640203,3967760,K01760.01,Kepler-317 b,CONFIRMED,CANDIDATE,0.677,0,0,0,0,5.52418625,135.62306,0.492,2.826,491.0,2.25,976.0,214.86,20.7,1,q1_q17_dr25_tce,5334.0,4.372,1.004,294.94388,39.032059,15.377,1
3967760,242.62286306375304,0.006676476496902,5.25,0.0044715515640203,3967760,K01760.02,Kepler-317 c,CONFIRMED,CANDIDATE,0.972,0,0,0,0,8.77514782,133.70319,0.504,3.176,351.9,1.91,837.0,115.84,12.7,2,q1_q17_dr25_tce,5334.0,4.372,1.004,294.94388,39.032059,15.377,1
3969687,29.69322924079474,8.353048823501483e-05,7.65,0.0001738063613234,3969687,K02904.01,Kepler-1382 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,16.3583482,141.25354,0.887,9.858,116.4,2.23,959.0,200.1,30.0,1,q1_q17_dr25_tce,6133.0,4.084,1.765,295.37738,39.048031,12.683,1
3970117,110.28071108240914,0.1474161293205312,0.5,0.0102185674283416,3970117,K03556.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,110.29512684,235.750948,0.248,16.5339,176336.0,37.88,362.0,4.06,2084.3,1,q1_q17_dr25_tce,5753.0,4.503,0.895,295.46201,39.084389,15.258,0
3970233,24.76503578198787,0.0108679769525754,0.5,0.0045664047529475,3970233,K00604.01,,FALSE POSITIVE,FALSE POSITIVE,0.027,0,1,0,0,8.254912972,174.43554,0.532,6.8822,19242.4,11.86,793.0,93.46,438.2,1,q1_q17_dr25_tce,5366.0,4.5,0.835,295.48187,39.017288,14.034,0
3971315,365.8860698792132,0.005356741403598,0.5,0.0005195023745248,3971315,K05992.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,9.892240848,136.693856,1.28,4.1774,5283.2,40.38,907.0,160.25,314.0,1,q1_q17_dr25_tce,6225.0,4.461,1.009,295.69324,39.006538,13.664,0
3972432,21.2628992458798,0.0014732644798174,5.25,0.0028076927886921,3972432,K06375.01,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,2.90805147,134.3193,0.771,2.812,103.1,0.97,1220.0,523.63,8.3,1,q1_q17_dr25_tce,5889.0,4.543,0.869,295.89651,39.076359,14.557,1
3973002,25.90363155816123,0.0250228794738912,0.5,0.0133581667509495,3973002,K06376.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.992098705,132.891052,1.069,4.03833,69414.0,45.85,1435.0,1006.31,1186.0,1,q1_q17_dr25_tce,6024.0,4.523,0.9,296.00211,39.000511,14.985,0
3973504,21.59584285120332,0.0186820554710166,0.5,0.0087084435168125,3973504,K06377.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,4.318726936,131.605675,0.867,2.67349,59429.0,29.74,1091.0,334.31,394.4,1,q1_q17_dr25_tce,5896.0,4.518,0.916,296.09506,39.055439,15.69,0
3973549,656.0991345795991,0.001116161280236,2.9000000000000004,0.0004626160253049,3973549,K05032.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,1.389947459,132.266549,0.437,1.193,1213.8,3.39,1665.0,1816.13,136.4,1,q1_q17_dr25_tce,5999.0,4.461,0.95,296.10361,39.056221,14.293,0
4035640,37.03345147172187,0.0057438500111168,7.65,0.0066099335225933,4035640,K01881.01,Kepler-995 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,28.26727385,140.92561,0.01,4.5839,1160.2,2.93,517.0,16.84,42.1,1,q1_q17_dr25_tce,5132.0,4.457,0.886,284.61572,39.131039,14.907,1
4035667,231.3665603789403,0.0001973996022156,10.0,0.0007838836568765,4035667,K02684.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,0,1,2.8736467,132.58652,0.985,1.682,215.7,6.47,2866.0,15977.28,21.2,1,q1_q17_dr25_tce,8173.0,3.744,3.169,284.6232,39.182411,10.035,0
4035675,711.0197225373643,0.1587273442485339,5.25,0.0312059847630751,4035675,K06107.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.873657901,132.5847,1.13,2.1054,43895.0,110.29,1830.0,2645.12,65.6,1,q1_q17_dr25_tce,5692.0,3.829,2.287,284.62463,39.17878,12.702,0
4037163,47.07808498678558,0.0496593942679824,2.9000000000000004,0.0466914702707447,4037163,K03793.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,0.635441862,131.966607,0.872,1.9827,147609.0,56.3,2118.0,4750.98,317.1,2,q1_q17_dr25_tce,5780.0,4.438,1.0,285.08014,39.183899,16.675,0
4037164,423.25207943360914,0.0026899776666558,7.65,0.0014365118684783,4037164,K01184.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,0.635445336,134.184037,1.253,1.8592,2547.4,19.0,1177.0,451.42,182.2,1,q1_q17_dr25_tce,3920.0,4.7,0.55,285.08026,39.18211,15.432,0
4037428,205.38925821923857,0.0035571857747773,10.0,0.005085268986092,4037428,K05993.01,,FALSE POSITIVE,FALSE POSITIVE,0.292,0,1,0,0,4.264729569,135.198495,0.924,2.2075,22672.0,29.95,1428.0,983.86,201.6,1,q1_q17_dr25_tce,6052.0,4.084,1.417,285.14496,39.186989,12.873,0
4042026,34.818675824122074,0.0133218900250546,0.5,0.0027176174595412,4042026,K01180.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,34.82008158,163.015559,0.663,11.1711,18847.8,11.36,459.0,10.49,882.6,1,q1_q17_dr25_tce,5114.0,4.522,0.784,286.86926,39.103729,15.187,0
4043190,24.44055537187549,0.0001739874816391,10.0,0.0005309821684093,4043190,K01220.01,Kepler-796 b,CONFIRMED,CANDIDATE,0.997,0,0,0,0,6.40087137,136.8824,0.861,2.5561,133.6,1.91,1109.0,357.44,24.4,1,q1_q17_dr25_tce,5426.0,4.107,1.421,287.30786,39.14473,12.988,1
4043443,119.93269732289656,0.005327998526127,0.5,0.0005084865758906,4043443,K00231.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,119.8401019,161.863461,1.269,3.6796,5448.7,26.96,255.0,1.0,83.7,1,q1_q17_dr25_tce,4602.0,4.637,0.675,287.40244,39.190731,14.945,0
4044005,692.9136614013562,0.0020521934465871,5.25,0.0010434513174885,4044005,K00969.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,17.512014768,174.282592,0.994,1.8248,4511.7,13.66,804.0,98.77,322.3,1,q1_q17_dr25_tce,6224.0,4.33,1.132,287.61633,39.127239,12.336,0
4047631,26.624735943704263,0.0018203400410437,10.0,0.0020730411251831,4047631,K02519.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,4.790912471,132.01539,0.969,0.5134,360.7,2.25,717.0,62.51,17.6,1,q1_q17_dr25_tce,4359.0,4.601,0.676,288.9039,39.154209,14.452,1
4048898,438.8310427086511,0.0005319554290921,2.9000000000000004,0.0001998942049186,4048898,K07678.01,,CANDIDATE,CANDIDATE,0.967,0,0,0,0,13.0914878,143.75198,0.145,2.037,37.5,0.79,892.0,149.52,8.0,1,q1_q17_dr25_tce,5919.0,4.238,1.288,289.24884,39.106541,11.993,1
4049108,22.913152904012104,7.962104250933582e-05,10.0,0.0003657938658025,4049108,K00495.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,4.804469031,169.63529,0.979,3.4587,744.4,3.35,953.0,194.68,67.3,1,q1_q17_dr25_tce,5470.0,4.528,0.809,289.31018,39.132221,14.873,0
4049124,62.461531542715335,0.0692738907967354,0.5,0.0162258954585985,4049124,K05994.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,4.804469712,136.0047256,0.567,3.51946,132624.0,30.97,958.0,198.67,1177.8,1,q1_q17_dr25_tce,5561.0,4.558,0.809,289.31421,39.131359,14.654,0
4049131,23.45044706471975,0.0066103726117794,10.0,0.0058815620190339,4049131,K00811.01,Kepler-687 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,20.50588921,181.43428,0.26,4.0595,2105.5,3.41,518.0,17.06,78.5,1,q1_q17_dr25_tce,4905.0,4.544,0.761,289.31543,39.153278,15.398,1
4049901,691.4007731008542,0.0006171269032988,10.0,0.0001859061603249,4049901,K02295.01,,CANDIDATE,CANDIDATE,0.961,0,0,0,0,16.2908527,132.11774,0.105,3.176,44.1,0.52,622.0,35.48,14.5,1,q1_q17_dr25_tce,5425.0,4.549,0.797,289.54514,39.164429,11.671,1
4054784,356.9579297114672,0.0005323551997178,5.25,0.000316380019081,4054784,K07679.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,1.8679943,133.22986,0.173,1.087,73.4,0.7,1291.0,658.77,10.0,1,q1_q17_dr25_tce,5487.0,4.568,0.815,290.88486,39.115921,14.185,1
4055092,229.39162527311407,0.0060869102376808,0.5,0.0007146773544701,4055092,K06379.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,76.45315813,133.986308,1.26,5.1822,9662.2,22.89,291.0,1.7,151.8,1,q1_q17_dr25_tce,4831.0,4.713,0.54,290.98013,39.186489,15.312,0
4055304,35.89560846421912,0.0075952833562465,7.65,0.0101600626611737,4055304,K02119.01,Kepler-1107 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,0.571038347,131.653752,0.876,1.1267,242.1,1.65,1897.0,3069.59,38.2,1,q1_q17_dr25_tce,5132.0,4.457,0.886,291.04993,39.14167,14.098,1
4055765,718.7123363417151,0.0021078565078565,2.9000000000000004,0.0006713644615814,4055765,K00100.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,9.9664004,141.15324,0.966,5.0127,1619.0,16.89,1578.0,1466.1,125.9,1,q1_q17_dr25_tce,6638.0,3.664,3.079,291.17792,39.19949,12.598,1
4055774,215.61087800553648,0.0005809188148381,5.25,0.0006323212398002,4055774,K02381.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,6.58738839,133.35768,0.523,4.758,258.5,1.35,871.0,136.02,15.7,1,q1_q17_dr25_tce,5616.0,4.564,0.822,291.17999,39.10508,15.575,0
4056579,34.84491731782213,0.0001732528647848,2.9000000000000004,0.0003658217679366,4056579,K08091.01,,FALSE POSITIVE,FALSE POSITIVE,0.198,1,0,0,0,239.179477,188.47092,0.165,2.93,750.9,18.27,583.0,27.38,12.1,1,q1_q17_dr25_tce,4915.0,3.063,6.877,291.40619,39.184292,13.265,0
4056616,29.923520822716792,0.0019638749321246,5.25,0.0023609854472428,4056616,K02013.01,Kepler-1053 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.41434868,132.42878,0.221,1.2701,191.0,0.97,953.0,195.08,30.0,1,q1_q17_dr25_tce,4507.0,4.573,0.724,291.41864,39.127419,13.156,1
4058169,282.45284327128803,0.028166196527848,0.5,0.0009017364750999,4058169,K05034.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,282.5363563,241.528666,1.227,10.3088,29233.2,70.53,360.0,3.98,854.1,1,q1_q17_dr25_tce,6401.0,4.175,1.41,291.8476,39.143566,13.252,0
4058881,578.100836174717,0.0010840182235991,5.25,0.0005976533957536,4058881,K03912.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,0,0,1,0,7.77241144,132.58122,0.317,5.272,286.9,1.69,938.0,183.58,18.9,1,q1_q17_dr25_tce,6014.0,4.486,0.993,292.02042,39.16156,15.327,0
4059887,20.392316378616275,6.499340935214041e-05,10.0,0.0002254852523538,4059887,K04887.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,1.018347376,131.69633,0.654,4.386,47.8,1.92,2832.0,15153.38,33.3,1,q1_q17_dr25_tce,5858.0,3.729,2.638,292.26559,39.129841,12.905,0
4060229,229.86235933189263,0.0003900188713804,5.25,0.0003649289330618,4060229,K04570.01,,CANDIDATE,CANDIDATE,0.996,0,0,0,0,35.0175053,139.8496,0.809,3.608,292.0,2.13,617.0,34.32,12.8,1,q1_q17_dr25_tce,5944.0,4.293,1.123,292.35605,39.11945,14.638,1
4061149,38.6020424443746,0.0016715750727481,2.9000000000000004,0.0042213503685073,4061149,K01201.01,Kepler-1741 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.757584622,133.05017,0.093,0.9267,563.1,1.01,615.0,33.79,19.6,1,q1_q17_dr25_tce,3683.0,4.84,0.424,292.57703,39.12088,15.597,1
4067110,21.12190349178657,0.0002450406208433,0.5,0.0002767975836602,4067110,K04026.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,0,0.735146413,131.49953,1.192,5.053,275.4,168.34,5366.0,195250.9,78.0,1,q1_q17_dr25_tce,6611.0,3.112,7.435,294.08896,39.128101,12.855,0
4067336,22.1058875958272,0.0002770673678383,2.9000000000000004,0.0007510444152113,4067336,K01761.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,10.12742274,135.26504,0.696,1.2762,933.5,3.8,969.0,208.77,19.5,1,q1_q17_dr25_tce,6392.0,4.399,1.162,294.14682,39.12706,15.623,1
4067549,123.12816000701264,0.0342416114581396,0.5,0.0049839350814138,4067549,K06380.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,7.698431197,137.868033,1.149,5.43677,42548.8,42.72,878.0,140.16,942.6,1,q1_q17_dr25_tce,5774.0,4.508,0.876,294.19971,39.172379,15.451,0
4067925,385.3524593048165,0.0016575041447156,2.9000000000000004,0.0009787117274327,4067925,K03066.01,Kepler-1897 b,CONFIRMED,CANDIDATE,0.887,0,0,0,0,24.2204192,146.42459,0.032,3.271,806.3,2.1,505.0,15.43,14.0,1,q1_q17_dr25_tce,5165.0,4.599,0.761,294.29004,39.126869,15.911,1
4069213,25.96846163820621,0.0180153599444511,0.5,0.0075937923454764,4069213,K06382.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,5.194256813,134.5723735,0.378,7.25775,38851.4,41.77,1546.0,1349.96,2390.4,1,q1_q17_dr25_tce,6100.0,3.895,2.086,294.5957,39.193748,12.739,0
4070376,34.32724759517217,0.0086486870810198,0.5,0.0054837264397808,4070376,K01318.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.634614356,133.96855,1.229,3.4422,19761.5,44.22,1611.0,1597.73,376.5,1,q1_q17_dr25_tce,6121.0,4.468,0.97,294.88181,39.161072,15.31,0
4072271,24.493560443538623,0.0001319840045064,0.5,0.0001540743745434,4072271,K07680.01,,CANDIDATE,CANDIDATE,0.427,0,0,0,0,219.20579,327.891,0.517,14.5,207.8,2.66,456.0,10.18,15.2,1,q1_q17_dr25_tce,6990.0,4.115,1.785,295.31512,39.141048,12.449,1
4072333,675.9921724141534,0.0015255100161017,2.9000000000000004,0.0007045425115071,4072333,K02731.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,2.007750531,132.57843,0.42,2.0715,352.0,1.64,1319.0,716.79,21.8,1,q1_q17_dr25_tce,5645.0,4.549,0.865,295.33014,39.16254,15.664,0
