Kepler_ID,period,transit_depth,transit_duration,flux_std,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag,label
2860788,26.29654796314244,0.0427615750176216,0.5,0.0248474574768522,2860788,K06297.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.629870555,132.067717,0.705,6.606,101310.0,34.05,1291.0,659.45,1026.0,1,q1_q17_dr25_tce,5566.0,4.382,0.967,293.20734,38.009029,14.043,0
2860793,26.07300347141289,0.0002808438565074,0.5,0.0002938483784364,2860793,K02277.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,2.62982665,132.08013,1.077,6.213,126.4,17.88,1968.0,3542.64,24.6,1,q1_q17_dr25_tce,6712.0,4.053,1.846,293.20831,38.003319,13.395,0
2860866,594.9265543363616,0.0041640746182202,7.65,0.0013736307759244,2860866,K01103.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,90.1240507,356.23415,0.698,11.649,3020.3,7.12,485.0,13.09,57.9,1,q1_q17_dr25_tce,6520.0,4.375,1.215,293.22391,38.033581,14.96,1
2861126,32.209465129452816,0.002091794661012,10.0,0.003718427594017,2861126,K04957.02,,CANDIDATE,CANDIDATE,0.997,0,0,0,0,4.98792404,133.6552,0.069,1.618,346.2,0.73,485.0,13.07,9.7,1,q1_q17_dr25_tce,3606.0,4.859,0.395,293.2811,38.082241,15.555,1
2970670,23.61853596832252,0.0011976126833812,7.65,0.0021115822650189,2970670,K06299.01,,CANDIDATE,CANDIDATE,0.894,0,0,0,0,0.947554749,131.87955,0.058,1.097,65.4,0.67,1633.0,1680.03,12.4,1,q1_q17_dr25_tce,5508.0,4.569,0.84,286.07114,38.16761,13.853,1
2970804,31.11610616429373,0.0009745607113754,10.0,0.0022882069444721,2970804,K03993.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.686994057,131.661024,1.261,3.5252,2797.1,35.3,2063.0,4267.13,136.6,1,q1_q17_dr25_tce,5780.0,4.438,1.0,286.10696,38.107628,9.16,0
2973386,695.3207898725733,0.0037306393170187,7.65,0.0011063720561662,2973386,K03034.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,31.0209175,138.01479,0.881,2.012,859.5,1.66,291.0,1.7,15.1,1,q1_q17_dr25_tce,3720.0,4.764,0.48,286.98013,38.165218,15.572,1
2973509,26.50635139730669,0.0916210048505738,0.5,0.0354329283123453,2973509,K06300.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,6.62761199,132.5466377,0.753,6.15281,227141.0,82.03,1204.0,496.41,4355.5,1,q1_q17_dr25_tce,6316.0,4.231,1.333,287.0257,38.171021,13.558,0
2975770,20.185375589282145,0.0060853163476796,10.0,0.0058486910628925,2975770,K01788.01,Kepler-951 b,CONFIRMED,CANDIDATE,0.933,0,0,0,0,71.52543938,191.69147,0.066,5.9189,5904.3,5.76,340.0,3.15,111.3,1,q1_q17_dr25_tce,4855.0,4.542,0.778,287.73755,38.114559,14.521,1
2975770,20.185375589282145,0.0060853163476796,10.0,0.0058486910628925,2975770,K01788.02,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,369.069345,298.3962,0.929,5.832,945.9,3.07,197.0,0.35,11.7,2,q1_q17_dr25_tce,4855.0,4.542,0.778,287.73755,38.114559,14.521,0
2976017,454.4351829958306,0.0004744383923457,7.65,0.0003860167032963,2976017,K04849.01,,CANDIDATE,CANDIDATE,0.994,0,0,0,0,3.19938075,133.01116,0.268,1.761,76.1,0.62,1026.0,262.08,9.8,1,q1_q17_dr25_tce,5483.0,4.632,0.702,287.81729,38.194809,14.261,1
2984990,23.017587812970188,0.0001541011766498,10.0,0.00044881312033,2984990,K07641.01,,CANDIDATE,CANDIDATE,0.979,0,0,0,0,3.79437277,132.1265,0.05,2.289,83.2,1.36,1383.0,865.53,7.7,1,q1_q17_dr25_tce,5455.0,4.025,1.507,290.32401,38.111111,14.816,1
2985587,25.85003269643116,5.77606291073654e-05,10.0,0.000249030250219,2985587,K02807.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,3.375716723,134.21319,0.982,1.5436,175.7,2.34,1472.0,1111.66,20.2,1,q1_q17_dr25_tce,6310.0,4.273,1.282,290.48007,38.136688,13.91,1
2985767,26.211111213154403,0.0001202912329951,7.65,0.0002401653291112,2985767,K02032.01,Kepler-1063 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,14.07969236,139.96053,0.544,1.375,169.5,2.08,931.0,177.81,26.2,1,q1_q17_dr25_tce,5821.0,4.097,1.547,290.52676,38.142979,12.261,1
2986833,29.84523131669332,0.0017439690748723,10.0,0.0023110348542019,2986833,K04875.01,,CANDIDATE,CANDIDATE,0.988,0,0,0,0,0.912179022,131.81174,0.038,1.332,144.6,0.65,1025.0,260.05,10.3,1,q1_q17_dr25_tce,3880.0,4.722,0.555,290.78214,38.18779,15.783,1
2987027,241.75534234557804,0.010469717396191,0.5,0.0010765057165915,2987027,K00197.01,Kepler-489 b,CONFIRMED,CANDIDATE,0.99,0,0,0,0,17.276296682,133.839172,0.085,3.94738,10458.0,7.31,538.0,19.88,871.4,1,q1_q17_dr25_tce,4941.0,4.599,0.738,290.83313,38.184349,14.018,1
2987433,280.7150481830664,0.0555458617151608,0.5,0.0018659673329694,2987433,K04959.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,420.92920358,196.685958,1.033,17.3985,86013.1,62.76,293.0,1.74,1740.2,1,q1_q17_dr25_tce,6461.0,4.319,1.197,290.93896,38.119572,13.858,0
2989404,572.8046799122177,0.0005542573518641,2.9000000000000004,0.0001517399688108,2989404,K01824.01,Kepler-323 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.553831111,134.64066,0.74,3.1029,191.8,1.62,1292.0,658.37,77.4,1,q1_q17_dr25_tce,6015.0,4.37,1.081,291.38223,38.127468,12.722,1
2989404,572.8046799122177,0.0005542573518641,2.9000000000000004,0.0001517399688108,2989404,K01824.02,Kepler-323 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.6783263,136.05259,0.91,2.5123,146.3,1.57,1659.0,1797.15,76.1,2,q1_q17_dr25_tce,6015.0,4.37,1.081,291.38223,38.127468,12.722,1
2989706,31.55594248177424,0.0002722791108286,2.9000000000000004,0.0007835924420479,2989706,K02692.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.257689465,132.503649,0.197,0.8399,945.6,2.45,1513.0,1244.66,45.6,1,q1_q17_dr25_tce,5676.0,4.571,0.787,291.44766,38.149281,15.522,0
2990873,28.15091652828152,5.930100350792348e-05,10.0,0.0002703927028712,2990873,K02335.01,Kepler-1194 b,CONFIRMED,CANDIDATE,0.993,0,0,0,0,16.22378479,136.02454,0.413,2.5462,262.3,1.51,676.0,49.35,20.6,1,q1_q17_dr25_tce,5547.0,4.46,0.925,291.69955,38.145271,14.129,1
2994092,25.01722140530005,0.0001811072080765,10.0,0.0009453139167867,2994092,K06301.01,,CANDIDATE,CANDIDATE,0.789,0,0,0,0,50.271927,160.466,0.205,6.073,574.5,2.94,589.0,28.51,9.3,1,q1_q17_dr25_tce,6520.0,4.375,1.215,292.40063,38.134579,15.923,1
2995392,499.5025022347102,0.0007067944289471,5.25,0.0006072084073588,2995392,K03379.01,Kepler-1484 b,CONFIRMED,CANDIDATE,0.99,0,0,0,0,30.4544418,140.76863,0.929,6.896,472.1,2.6,624.0,35.92,17.3,1,q1_q17_dr25_tce,6283.0,4.472,0.984,292.68427,38.126282,15.268,1
2997178,20.843306273054505,0.0004004018211417,2.9000000000000004,0.0007841875908003,2997178,K03814.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,5.95077813,135.06469,0.881,5.6,761.8,32.26,2366.0,7394.55,71.9,1,q1_q17_dr25_tce,5122.0,2.886,9.828,293.0748,38.16972,12.861,0
2997455,297.0623914446764,0.0041860831584703,0.5,0.0009837372220416,2997455,K06098.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,1.129848432,131.789871,1.042,2.07578,4658.5,120.13,3553.0,37690.9,490.6,1,q1_q17_dr25_tce,4846.0,2.984,7.102,293.1304,38.127789,13.8,0
2997459,373.9326763496632,0.0005242921290705,5.25,0.0004332108878551,2997459,K04389.01,,CANDIDATE,CANDIDATE,0.571,0,0,0,0,16.3368863,132.20816,0.066,3.597,225.9,1.27,642.0,40.22,12.1,1,q1_q17_dr25_tce,5410.0,4.49,0.859,293.13098,38.159679,15.05,1
2998124,28.59396934986245,0.040650705485992,0.5,0.0065981161610073,2998124,K06302.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,28.597880332,152.9842901,0.356,7.71925,85951.6,74.25,1014.0,250.21,2526.2,1,q1_q17_dr25_tce,6590.0,3.787,2.474,293.26636,38.12608,13.119,0
3001885,390.1345298894961,0.0059467843051917,10.0,0.0015531189518803,3001885,K02540.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,2.67596808,133.70492,0.115,2.021,420.6,1.57,998.0,234.19,17.5,1,q1_q17_dr25_tce,4732.0,4.53,0.795,294.0704,38.181702,15.596,0
3002478,21.1103711564882,6.684862529208902e-05,10.0,0.0003373172361127,3002478,K02380.01,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,6.35705314,135.47756,0.023,1.324,272.2,1.59,990.0,227.07,17.3,1,q1_q17_dr25_tce,5982.0,4.493,0.96,294.18561,38.108669,14.216,1
3003019,626.0986651281431,0.0009189366349425,5.25,0.0004642823903003,3003019,K07642.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,0.502622858,131.61123,0.693,3.085,146.0,1.41,2478.0,8838.66,41.1,1,q1_q17_dr25_tce,6029.0,4.385,1.098,294.29196,38.138771,14.564,0
3003991,347.607366168009,0.0953155089326284,0.5,0.0111831570824468,3003991,K06099.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,7.244778994,131.8598491,0.522,3.3873,99147.1,25.68,818.0,105.76,1761.4,1,q1_q17_dr25_tce,5530.0,4.586,0.788,294.48996,38.199619,13.926,0
3003992,28.65674173589593,2.775630455431392e-05,10.0,7.981147843522906e-05,3003992,K01119.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,0,1,7.24476126,139.10497,0.04,2.3145,58.0,0.65,837.0,116.02,27.2,1,q1_q17_dr25_tce,5370.0,4.494,0.874,294.49011,38.194126,11.157,0
3003992,28.65674173589593,2.775630455431392e-05,10.0,7.981147843522906e-05,3003992,K01119.02,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,13.55480534,139.81609,0.497,2.288,48.3,0.62,679.0,50.41,16.5,2,q1_q17_dr25_tce,5370.0,4.494,0.874,294.49011,38.194126,11.157,0
3097346,709.6157093894457,0.0005333755339879,2.9000000000000004,7.795330862601844e-05,3097346,K00264.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,4.029810359,170.69131,0.45,3.3316,111.1,1.77,1479.0,1132.21,62.8,1,q1_q17_dr25_tce,5929.0,4.055,1.651,285.68408,38.262817,11.551,0
3097352,286.8739549211093,0.3149947881146428,2.9000000000000004,0.0470329104755,3097352,K03648.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,4.029803201,134.422433,0.17,4.4301,191073.0,47.58,1233.0,545.64,352.3,1,q1_q17_dr25_tce,6024.0,4.385,1.078,285.68704,38.26115,16.936,0
3097926,168.78100560081006,0.000639850221218,5.25,0.000812197231732,3097926,K02186.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,14.97974335,143.46174,0.93,4.126,1211.8,3.79,620.0,34.95,33.2,1,q1_q17_dr25_tce,5062.0,4.481,0.853,285.90848,38.212719,15.549,1
3098184,30.47668179631488,0.03823603133979,0.5,0.0084966102996956,3098184,K01091.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,1,15.2384539,369.56902,0.74,19.292,7019.0,9.84,829.0,111.67,56.0,1,q1_q17_dr25_tce,6384.0,4.419,1.086,286.00031,38.284599,15.148,0
3098194,30.4752725053856,0.2438865081814528,0.5,0.0419584476436218,3098194,K06303.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,30.476518853,136.972882,0.6,10.2264,326626.0,71.42,592.0,28.96,1347.9,1,q1_q17_dr25_tce,5527.0,4.315,1.073,286.00308,38.285721,13.901,0
3098197,30.475272506628656,0.1018159814982735,0.5,0.0188798969603434,3098197,K03362.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,30.47639859,156.24007,0.92,17.9728,130569.0,43.01,542.0,20.39,236.2,1,q1_q17_dr25_tce,5913.0,4.585,0.787,286.00461,38.28471,14.84,0
3098605,20.46435232079356,0.0053469810117902,10.0,0.0050184828597186,3098605,K04844.01,,CANDIDATE,CANDIDATE,0.862,0,0,0,0,0.428046051,131.83682,0.041,0.776,126.0,0.87,2017.0,3877.26,14.1,1,q1_q17_dr25_tce,5285.0,4.566,0.775,286.14777,38.241798,15.247,1
3098810,23.11271609922249,2.9691493821803183e-05,10.0,0.0001442007952087,3098810,K01878.01,Kepler-1773 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,40.80957343,142.69218,0.949,3.158,436.1,3.44,623.0,35.68,39.3,1,q1_q17_dr25_tce,6183.0,4.301,1.3,286.22324,38.258171,12.988,1
3101178,606.6460483652563,0.0003811139196831,2.9000000000000004,0.0002025571042556,3101178,K04963.01,,CANDIDATE,CANDIDATE,0.858,0,0,0,0,59.4037839,159.80356,0.94,10.041,123.5,1.65,570.0,24.93,17.0,1,q1_q17_dr25_tce,6373.0,4.256,1.209,287.04688,38.231617,11.679,1
3101923,23.26033004992203,0.0001254220730141,10.0,0.0004389954392644,3101923,K03483.01,,CANDIDATE,CANDIDATE,0.771,0,0,0,0,82.331756,133.0814,0.027,8.664,283.2,2.08,474.0,11.96,11.9,1,q1_q17_dr25_tce,5997.0,4.304,1.242,287.32269,38.279709,14.872,1
3102000,57.06416787720378,0.0251829744732479,0.5,0.0042049922487974,3102000,K03373.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,57.0599992,164.25706,0.194,7.463,66168.0,22.31,455.0,10.11,751.5,1,q1_q17_dr25_tce,5931.0,4.545,0.863,287.34946,38.286041,15.936,0
3102024,27.564087459269235,0.13000263234913,0.5,0.0297718631548052,3102024,K06304.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,13.782522208,139.480567,0.718,8.27762,248937.0,41.84,605.0,31.69,1524.1,1,q1_q17_dr25_tce,5246.0,4.604,0.668,287.35608,38.212212,12.809,0
3102309,21.9102776412159,5.522865004439026e-05,7.65,0.000212829639264,3102309,K07643.01,,FALSE POSITIVE,FALSE POSITIVE,0.097,1,0,0,0,4.20253859,132.3097,0.937,5.389,31.5,0.71,1136.0,394.08,8.8,1,q1_q17_dr25_tce,5596.0,4.343,1.015,287.45532,38.23959,13.598,0
3102384,528.7297000641182,0.0001365069130761,7.65,0.0001013530450996,3102384,K00273.01,Kepler-454 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,10.573751447,175.067739,0.785,1.7259,298.9,2.07,844.0,120.25,82.0,1,q1_q17_dr25_tce,5720.0,4.4,1.08,287.47852,38.22884,11.457,1
3103212,436.3152542965328,0.0004603364602638,7.65,0.0003413002746325,3103212,K04145.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,3.25424652,133.5121,0.665,5.378,82.1,0.96,1220.0,521.81,18.3,1,q1_q17_dr25_tce,5692.0,4.421,1.004,287.75903,38.281551,14.359,1
3103227,24.435364807297965,0.0001185312378579,10.0,0.0004385276550077,3103227,K04091.01,Kepler-1550 b,CONFIRMED,CANDIDATE,0.958,0,0,0,0,225.585245,272.79566,0.066,11.166,754.9,3.71,348.0,3.48,18.6,1,q1_q17_dr25_tce,5929.0,4.243,1.363,287.76456,38.294701,14.9,1
3103473,186.3115821065109,0.0009401151278958,2.9000000000000004,0.0007394179325833,3103473,K04395.01,,CANDIDATE,CANDIDATE,0.528,0,0,0,0,1.920062587,131.72678,0.387,1.437,226.8,1.12,1189.0,471.84,12.6,1,q1_q17_dr25_tce,5266.0,4.611,0.741,287.84,38.255489,15.686,1
3109550,511.8330903270003,0.0051000838195933,10.0,0.0016619611445861,3109550,K03225.01,,CANDIDATE,CANDIDATE,0.867,0,0,0,0,4.8754765,133.29167,0.084,1.902,39.6,0.8,1180.0,458.62,8.8,1,q1_q17_dr25_tce,5513.0,4.179,1.286,289.67175,38.297871,12.207,1
3109930,309.91718415884003,0.0012306023910319,0.5,0.0003958340462276,3109930,K01112.01,Kepler-1736 b,CONFIRMED,CANDIDATE,0.931,0,0,0,0,37.8102649,158.35799,0.061,8.733,570.3,2.33,566.0,24.27,35.2,1,q1_q17_dr25_tce,6085.0,4.451,0.973,289.7767,38.26228,14.633,1
3109937,371.3980033032666,0.0010597612802784,10.0,0.0010685540364363,3109937,K04720.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,37.809539,158.4002,0.03,7.547,487.4,1.79,483.0,12.89,9.7,1,q1_q17_dr25_tce,5595.0,4.57,0.82,289.77826,38.262741,15.752,0
3110177,375.5273381896624,0.0007340146062771,5.25,0.000482062551042,3110177,K07644.01,,CANDIDATE,CANDIDATE,0.988,0,0,0,0,3.39904814,134.6684,0.596,2.922,69.6,0.81,1191.0,477.15,8.1,1,q1_q17_dr25_tce,5766.0,4.444,0.929,289.84286,38.237049,14.803,1
3110937,534.514048728102,0.0022875307025784,0.5,0.0005026388192217,3110937,K06305.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,1.89121656,132.7016,0.404,5.14,66.8,0.73,1434.0,997.34,10.7,1,q1_q17_dr25_tce,5741.0,4.438,0.884,290.02631,38.249458,15.203,0
3112129,136.42059059306828,0.0003510863427403,5.25,0.0004036566651888,3112129,K04144.01,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,0.487656278,132.16692,0.037,1.0129,109.8,0.99,2299.0,6647.8,25.1,1,q1_q17_dr25_tce,5957.0,4.506,0.937,290.33719,38.205009,14.374,1
3113266,118.58034801391813,0.0037820757843646,0.5,0.0012355534870181,3113266,K01088.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,0.995861402,132.346819,1.256,1.1507,4993.8,26.93,1477.0,1124.35,272.0,1,q1_q17_dr25_tce,5286.0,4.604,0.706,290.63943,38.28463,15.577,0
3114167,33.676201799954114,0.0002036431849617,10.0,0.0008542089937721,3114167,K00795.01,Kepler-684 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.770300385,170.57662,0.838,2.0844,1304.0,2.77,812.0,102.87,50.8,1,q1_q17_dr25_tce,5653.0,4.656,0.679,290.87051,38.273628,15.591,1
3114661,21.50589973247754,0.0034060645125178,5.25,0.006415981923526,3114661,K00796.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,0.444291966,169.865406,1.258,2.0792,10967.4,27.51,1836.0,2706.26,299.7,1,q1_q17_dr25_tce,5255.0,4.678,0.636,290.99689,38.28492,15.748,0
3114667,151.93238374867312,0.3073667617325692,0.5,0.1008033091443806,3114667,K03763.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.888584158,132.100098,0.453,2.25012,412710.0,43.7,1211.0,507.14,691.2,1,q1_q17_dr25_tce,4324.0,4.639,0.616,290.99725,38.282616,17.375,0
3114811,20.72897009906253,4.130790684451504e-05,10.0,0.0001659685766114,3114811,K01117.01,Kepler-774 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,11.08956602,141.76142,0.02,6.2877,148.1,3.51,1422.0,965.62,38.9,1,q1_q17_dr25_tce,6353.0,3.698,2.867,291.03192,38.21196,12.808,1
3115480,269.55303704464944,0.0221271814627456,0.5,0.0041302960119668,3115480,K06306.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,3.693702974,135.194906,1.19,3.37146,25208.0,62.55,1453.0,1054.1,568.7,1,q1_q17_dr25_tce,6309.0,4.265,1.396,291.19321,38.244652,14.469,0
3115833,490.4774655136145,0.0029360170656571,2.9000000000000004,0.0013680622389488,3115833,K00797.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,10.181584004,177.141891,0.92,3.5089,5741.1,7.73,812.0,102.91,183.6,1,q1_q17_dr25_tce,5988.0,4.541,0.836,291.28195,38.241669,15.657,1
3116412,20.095254874304565,6.004352960502091e-05,10.0,0.000495084228817,3116412,K01115.01,Kepler-772 b,CONFIRMED,CANDIDATE,0.989,0,0,0,0,12.99204853,136.32016,0.091,6.0175,270.6,2.03,866.0,132.94,38.7,1,q1_q17_dr25_tce,5765.0,4.236,1.242,291.42358,38.216591,13.974,1
3117046,20.187506445938723,8.114332433964673e-05,10.0,0.0005289429211574,3117046,K04114.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,1,359.1015,415.3142,0.317,11.461,496.5,2.37,285.0,1.56,12.9,1,q1_q17_dr25_tce,6373.0,4.438,1.047,291.56772,38.267109,14.821,0
3118797,66.41610506238916,0.0014353425161604,0.5,0.000805629697359,3118797,K01950.01,Kepler-1024 b,CONFIRMED,CANDIDATE,0.894,0,0,0,0,66.4159789,188.13988,0.371,7.061,2053.2,3.44,376.0,4.71,33.6,1,q1_q17_dr25_tce,5383.0,4.603,0.759,291.95099,38.251701,15.983,1
3119256,29.600147183782315,0.0001409667630991,2.9000000000000004,0.0002516946761183,3119256,K02784.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,4.14244748,132.907,0.386,2.203,69.9,1.82,1907.0,3128.33,12.3,1,q1_q17_dr25_tce,6785.0,3.83,2.124,292.05014,38.261002,11.056,0
3120276,40.34310883940347,0.0003103326997708,7.65,0.0006419601752667,3120276,K01111.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,10.26547688,136.49663,0.69,3.733,399.6,1.81,770.0,83.13,20.1,1,q1_q17_dr25_tce,5699.0,4.553,0.853,292.27905,38.284531,15.212,0
3120308,21.49366079396937,0.0002431169173351,10.0,0.0005819152458735,3120308,K03380.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,10.26558924,136.49645,0.663,3.879,254.6,1.65,828.0,111.18,18.8,1,q1_q17_dr25_tce,5774.0,4.458,0.98,292.28778,38.27425,14.658,0
3120320,20.53246370933339,0.0584339317131647,0.5,0.0150857830269785,3120320,K06307.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,10.265613245,136.4886955,0.667,5.67553,150465.0,61.45,1000.0,236.6,5640.0,1,q1_q17_dr25_tce,5865.0,4.169,1.423,292.29196,38.284489,10.885,0
3120355,42.49774392189088,0.0001597129039342,7.65,0.0006528726378493,3120355,K02099.01,Kepler-1094 b,CONFIRMED,CANDIDATE,0.995,0,0,0,0,78.0998908,139.49646,0.528,8.422,656.9,3.37,480.0,12.52,23.8,1,q1_q17_dr25_tce,5779.0,4.238,1.284,292.30124,38.26704,14.999,1
3120397,62.83404724671576,0.0003151555705932,5.25,0.0006900630329647,3120397,K04965.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,20.5311708,136.4829,0.547,5.67,284.6,1.39,568.0,24.52,9.8,1,q1_q17_dr25_tce,5398.0,4.58,0.805,292.30801,38.2906,15.673,0
3120431,21.826621000847208,0.0002205055470626,10.0,0.001068179499001,3120431,K00798.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,3.341913228,171.63943,1.213,3.813,725.3,21.55,1032.0,268.67,39.0,1,q1_q17_dr25_tce,5295.0,4.551,0.811,292.31595,38.27029,15.629,0
3120904,24.35541572418742,0.0001635257393939,2.9000000000000004,0.0002484627724692,3120904,K03277.01,Kepler-1452 b,CONFIRMED,CANDIDATE,0.994,0,0,0,0,42.9136635,139.88848,0.403,5.227,160.6,3.19,810.0,101.56,18.2,1,q1_q17_dr25_tce,6049.0,3.8,2.483,292.42282,38.266331,13.062,1
3121340,282.62686373587445,0.0013663477171858,2.9000000000000004,0.0008985366965795,3121340,K03945.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,0.723947772,132.06247,1.148,2.125,242.7,52.16,3192.0,24641.6,17.7,1,q1_q17_dr25_tce,5160.0,3.424,2.897,292.52948,38.282848,13.578,0
3122872,550.0492546333023,0.0002038189144973,2.9000000000000004,0.0001265192521643,3122872,K03203.01,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,96.81647,136.55813,0.034,10.227,164.7,3.19,655.0,43.39,25.9,1,q1_q17_dr25_tce,6404.0,3.793,2.467,292.89218,38.270512,11.816,1
3122913,23.013827772168,0.0029731033469566,7.65,0.0036185322379567,3122913,K02490.01,Kepler-1845 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,11.60653061,134.41637,0.024,2.194,771.7,1.88,584.0,27.47,17.8,1,q1_q17_dr25_tce,4703.0,4.582,0.701,292.90161,38.297081,15.701,1
3122985,717.6876773658175,0.0130804635852201,10.0,0.0109404569364081,3122985,K01949.01,,FALSE POSITIVE,FALSE POSITIVE,0.349,0,1,0,0,0.993488979,131.607354,0.83,1.9694,24327.0,17.9,1914.0,3172.24,145.8,1,q1_q17_dr25_tce,5811.0,4.328,0.998,292.91891,38.206692,14.701,0
3124412,366.7804866855048,0.003879397262266,0.5,0.0008996257948216,3124412,K01087.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,0.948950734,134.368152,1.246,4.0245,2133.0,36.87,2103.0,4636.91,238.6,1,q1_q17_dr25_tce,6307.0,4.391,1.133,293.24384,38.27327,14.909,0
3124420,70.21825830105148,0.2600024577566097,0.5,0.1195810759565379,3124420,K03918.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.948951607,132.468516,0.959,4.3809,458463.0,115.31,1853.0,2796.38,437.1,1,q1_q17_dr25_tce,5780.0,4.438,1.0,293.24536,38.272182,18.241,0
3124598,27.299044105291788,6.142496745374305e-05,10.0,0.0002646847497276,3124598,K04187.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,7.07162308,136.46253,0.331,2.587,123.0,1.42,1162.0,431.05,16.9,1,q1_q17_dr25_tce,6313.0,4.24,1.259,293.29227,38.2118,13.722,0
3127817,21.63713716715405,0.0238471208733433,0.5,0.013249898889941,3127817,K06308.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.163569702,132.936317,1.116,7.60963,54518.0,85.64,1996.0,3760.06,1513.2,1,q1_q17_dr25_tce,6425.0,4.04,1.718,293.99973,38.232269,12.155,0
3128552,404.4999246491925,0.0006714564175193,5.25,0.0005084398350647,3128552,K02055.01,Kepler-1073 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,8.67890312,133.03651,0.203,3.5317,540.6,2.56,905.0,158.43,37.4,1,q1_q17_dr25_tce,5509.0,4.308,1.116,294.15271,38.23304,14.523,1
3128552,404.4999246491925,0.0006714564175193,5.25,0.0005084398350647,3128552,K02055.02,Kepler-1073 c,CONFIRMED,CANDIDATE,0.986,0,0,0,0,4.02582434,135.42508,0.017,2.8059,265.3,1.79,1169.0,440.08,23.9,2,q1_q17_dr25_tce,5509.0,4.308,1.116,294.15271,38.23304,14.523,1
