Kepler_ID,period,transit_depth,transit_duration,flux_std
3834322,648.4268358777896,0.005252191787891751,10.0,0.0016754731655169294
3834360,658.8844727617428,0.0036492621164679975,5.25,0.001797651482489922
3834364,235.55561746946054,0.05935798066441383,0.5,0.011852792509211486
3835670,27.260970347443756,0.00018648067547587572,10.0,0.0007524084707650103
3836375,369.47912510787575,0.003671628939817295,0.5,0.0009106646476153501
3836399,395.7864149356507,0.005783865180352612,0.5,0.0006940992292731621
3836413,459.041315927326,0.08939428345333822,0.5,0.010815564462015785
3836439,104.75318882031372,0.05153598928092185,0.5,0.014729534698815636
3836450,668.4806689803365,0.001655223409823877,7.65,0.0005882795744794933
3836453,284.45565611784195,0.003846887273984302,2.9000000000000004,0.001790943817260644
3836509,43.14264183239462,0.0005991845091183536,0.5,0.0005075785301075942
3836522,20.28952088050434,7.478329273940653e-05,10.0,0.0003742741792140076
3836558,21.46674147886244,0.003957044058332972,7.65,0.0071535297545229845
3838004,25.65859336209754,0.0008753749479711914,0.5,0.0007656136034728518
3838486,126.16041571933756,0.0070101758743743876,0.5,0.0008225798873160812
3838496,71.75868559148981,0.25150768492219266,0.5,0.05067670967980824
3839294,727.433797046007,0.000581079889267391,5.25,0.00039057539469047046
3839488,273.92479701666144,0.0003294030979704851,10.0,0.0005666885930752075
3846515,30.107710127501722,0.0002849543135677512,2.9000000000000004,0.0002662271193706289
3847138,723.9348434257798,0.0011866973264808359,5.25,0.00041164492181838526
3847708,25.46640112576145,0.0002692805191145967,10.0,0.0006818985864474142
3847907,30.673224543512156,0.0013399509329616193,0.5,0.0014910126034459392
3848083,37.309706146956586,0.0007772629217405182,0.5,0.0007458908178914199
3848275,25.24722394988446,0.0005375467759105428,0.5,0.0006585761882622251
3848665,515.0044858165757,0.008636758024237145,10.0,0.0039058487635515284
3848919,103.63260370218653,0.23778633065704427,0.5,0.10780524051602017
3848948,139.71680075586397,0.0012583057728650442,0.5,8.464527541017847e-05
3848966,55.5716225172991,0.00041432090567116835,0.5,0.00034347546855104067
3848972,21.637916382137472,0.0005180504885859702,10.0,0.0009647754619538268
3849155,611.1645065838327,0.0008518616547120111,5.25,0.0009212243010334864
3849187,27.715216743720365,0.0036513214165976296,7.65,0.007085144261812137
3851130,20.13956254909708,0.002973028568347933,5.25,0.004513050264726835
3851134,21.80026629511808,0.00025667172364704315,0.5,0.0003595537638846106
3851193,91.79750361897601,0.020268627393000248,10.0,0.02840562734057333
3851194,439.55618826175873,0.0015683349792823436,7.65,0.0004284524508188311
3851949,54.78563844574277,0.00638891127373013,0.5,0.0011398655942471178
