Kepler_ID,period,transit_depth,transit_duration,flux_std
757450,20.170093250895277,0.0030710354039902,10.0,0.0053680763065602
892772,26.1038686730282,0.0001462788750296,10.0,0.0007464451393029
1025986,20.162128550740608,0.0029775659050938,5.25,0.0063609213763557
1026032,25.377622917575096,0.0270669253931125,0.5,0.0081391586705875
1026957,21.039947033978613,0.0077627846176234,10.0,0.0080736692391909
1161345,710.8826619769761,0.0966122709385624,2.9000000000000004,0.0097969506260996
1293031,436.2073334487895,0.0024885986022464,0.5,0.0003447608706583
1293046,42.83082318929798,0.0002162004758193,10.0,0.0007328271046885
1431122,385.0256790634467,0.0008259550338258,7.65,0.0005755621192049
1432214,323.6589744220399,0.0689040178591018,0.5,0.0028248170560237
1432789,712.8813715895096,0.0011785558411364,2.9000000000000004,0.0006301610217804
1433962,22.51718098902189,0.0025648933868597,10.0,0.0030839631027888
1433980,20.71150528157615,0.0575675526364591,0.5,0.0419976404476356
1434395,23.223706489148512,0.0002246531680422,10.0,0.0008229658465813
1571511,28.050314818726623,0.0134867515263735,0.5,0.0026195126216812
1572948,21.208535798397268,9.294384667219048e-05,10.0,0.0003779771284042
1575690,182.41277740707332,0.0314123125714251,0.5,0.0077577765452071
1575873,20.973795476206064,4.541037923403506e-05,10.0,0.0002159317740286
1717722,184.0801192606634,0.0161769955167286,0.5,0.0010143459874212
1718189,123.25633257769437,0.0001563581520792,10.0,0.0003179163951457
1718958,358.5597311824501,0.0035204124185271,2.9000000000000004,0.0017891891216409
1721157,24.370413442222382,0.001511034198392,7.65,0.0034395539690442
1722276,284.83868508876964,0.0067385304823001,0.5,0.0009139739069565
1723078,704.2806778382715,0.0005661019645339,7.65,0.0003213117668171
1724513,20.533262075413347,3.858768996115666e-05,10.0,0.0002205620542725
1724719,670.9716703621588,0.000775127027467,2.9000000000000004,0.0003194365374835
1725016,24.54518939235544,0.0001448987449046,10.0,0.0006266740646575
1725193,20.749617149208,0.0130394263626407,0.5,0.00710423963755
1849702,24.067303689165342,0.0001178605247397,10.0,0.0004030556502638
1865042,23.277074963613167,6.16772961379661e-05,7.65,0.0002250251733317
1865864,21.36798747125269,0.0054057572875524,10.0,0.0064464039436103
1868404,21.17610303376268,3.194495463558513e-05,10.0,0.0001627821946534
1870398,21.616551816991425,0.0001266456822389,7.65,0.0003944771843805
1871056,40.80698470984903,0.0003497136237185,0.5,0.0002111044045966
1872821,390.5716507639696,0.0008304532967323,5.25,0.0005870940550932
1873513,33.539367957447496,0.0021621005135365,10.0,0.0027202013602822
1995519,52.588510122547305,0.0002756909604744,7.65,0.0008844143313548
1995712,20.30980653734972,0.0001096080551774,5.25,0.0004445449775316
1995732,77.36842983704241,0.0651889778353947,0.5,0.007159137923773
1996180,57.19652468708303,0.0002011557492841,2.9000000000000004,0.0003245753145273
1996679,145.62269777127608,0.0013193148797788,0.5,0.0002650020581449
2010152,20.21937335470503,0.0004590208839419,10.0,0.0009825252225341
2010191,694.1654325764699,0.0018032841550424,5.25,0.0010439000785854
2010607,37.26453954851743,0.0008076397591204,0.5,0.0002140932291039
2012722,23.25794000749371,0.0004127906840577,0.5,0.0003075245906721
2013883,443.72973865194217,0.0003247554180887,5.25,0.0001255774131011
2014991,571.049398667326,0.0004410685027496,10.0,0.0003568523088036
2019076,64.17295579870746,0.0488300923923483,0.5,0.0095123754778404
2019477,591.6848147345814,0.000561372521648,7.65,0.0002943125035552
2021440,20.310202966677945,0.0002101770722534,10.0,0.0008031145407117
2140389,319.2653334434529,0.020177227713548,0.5,0.0035149862600323
2141783,568.5646603487364,0.0007532857097783,5.25,0.0004194600833435
2142522,495.1252723981208,0.0009820969383309,2.9000000000000004,0.0004020721465608
2161536,27.359045337832413,0.0018669589892356,10.0,0.0026784328045362
2161623,20.56198801674813,0.2430246936829599,0.5,0.1845919042556152
2161949,26.945345306482828,0.0001369187819991,10.0,0.0004283132822629
2162994,28.71447942103442,0.1548204864737347,0.5,0.072285541517926
2164169,23.62494769160393,0.0001073975585697,10.0,0.0004325563252277
2165002,22.57712846062457,0.0021321688340617,10.0,0.0026364246166097
2165352,593.5160363221879,0.0029757406124533,10.0,0.0008637114927985
2166200,186.22758563081936,0.1036382463750945,0.5,0.0121337335544655
2166206,30.319361492503575,4.633700934601591e-05,10.0,0.0001808274915853
2167444,20.099760826971245,0.0008631543886594,10.0,0.0041672043304337
2167890,23.433655021751587,0.0028284951245224,0.5,0.0033986723299757
2284957,23.090370990081848,8.778228420495369e-05,10.0,0.0003597049639359
2299738,26.338686157436342,0.0075735996625631,2.9000000000000004,0.0127569601987868
2301068,477.4488558905613,0.0001979921352912,7.65,0.0001567682257164
2302548,24.7259797532144,0.0060461826884466,5.25,0.0062702405712996
2302758,21.921772654791987,8.351214143118693e-05,10.0,0.0004542829629332
2302997,26.002930409642342,0.0049366891927752,10.0,0.0048361842929914
2303903,21.20639588405928,0.0001815547096839,10.0,0.0013492532695282
2304320,650.3674089025221,0.0006543677879419,2.9000000000000004,0.0002828859907238
2305255,24.567024154802148,0.0005031272988851,2.9000000000000004,0.0008180392377888
2305372,49.16023173084708,0.3608204832211289,0.5,0.1716301510140871
2305543,149.17202316641252,0.1022338582117702,0.5,0.0297483142608001
2305866,21.772102896167496,0.0001827345940085,0.5,0.0001848794929993
2306740,20.61379725295902,0.1835884763634629,0.5,0.0532396364198512
2307199,26.904305349245227,0.0002731248086669,5.25,0.0003372400722062
2307206,204.05653183326635,0.3721074690387052,0.5,0.01628824445386
2307415,20.766733468723217,6.651274748250654e-05,5.25,0.0001888821465405
2308411,682.3716165594745,0.0007196395050642,7.65,0.0005611475813945
2308957,24.4182200161892,0.1458415690075806,0.5,0.0989737684581895
2309585,325.2230662758937,0.0154278418746647,0.5,0.0019976559684864
2309587,25.740520396448133,0.0374957669373603,0.5,0.0239307967554149
2309719,163.0488923574064,0.0073589130701241,0.5,0.0005990211234134
2309910,68.2143519635279,0.0003117592688383,2.9000000000000004,0.0004947169451532
2310993,423.5110926563206,0.0006182720871588,10.0,0.0007491771621171
2422820,36.930249090898826,0.0002320276583916,5.25,0.000590397288179
2436378,375.3504002649569,0.0896661934026324,0.5,0.0126070572163276
2437060,22.3081968673456,0.0667058128321459,0.5,0.0415830835270707
2437112,62.726593382892815,0.0004195592525824,5.25,0.0009911352164308
2437149,28.19313497408473,0.13056706503799,0.5,0.0419852975483842
2437209,384.5788653991859,0.052148900674451,5.25,0.0192971498861743
2437452,28.94114826197225,0.071137310849885,0.5,0.0180898154497894
2437488,72.3924814203533,0.0013215538442716,0.5,0.0006707569585684
2437505,64.4213349472879,0.274753465983292,0.5,0.0471503907554701
2437783,22.360484355562846,0.0164085713407714,0.5,0.0086784628347841
2437804,21.5024091692036,0.0001655888115599,10.0,0.0009261570390557
2437897,419.8589780970095,0.001099799303819,7.65,0.000942134075219
2438061,23.693509463651804,0.0066313054111479,2.9000000000000004,0.0125779922010516
2438062,33.02620769082101,0.004663144214445,2.9000000000000004,0.0066888953966645
2438070,30.56827340565983,0.0001347334807907,7.65,0.0004069563960839
2438264,570.0882667340021,0.0029566457725309,7.65,0.0010269396406351
2438406,203.65858237361653,0.0060859339191201,0.5,0.0014365511147293
2438490,23.21113317827556,0.0307145776975906,0.5,0.0253044494221956
